Sr. No.,State_Name_With_LGD_Code,District_Name_With_LGD_Code,Block_Name_With_LGD_Code,GP_Name_With_LGD_Code,Village,Site_Name,TYPE,SOURCE,Well_ID,Latitude,Longitude,Well_Depth (meters),Aquifer,Pre-monsoon_2015 (meters below ground level),Post-monsoon_2015 (meters below ground level),Pre-monsoon_2016 (meters below ground level),Post-monsoon_2016 (meters below ground level),Pre-monsoon_2017 (meters below ground level),Post-monsoon_2017 (meters below ground level),Pre-monsoon_2018 (meters below ground level),Post-monsoon_2018 (meters below ground level),Pre-monsoon_2019 (meters below ground level),Post-monsoon_2019 (meters below ground level),Pre-monsoon_2020 (meters below ground level),Post-monsoon_2020 (meters below ground level),Pre-monsoon_2021 (meters below ground level),Post-monsoon_2021 (meters below ground level),Pre-monsoon_2022 (meters below ground level),Post-monsoon_2022 (meters below ground level)
1888,Karnataka_29,Gadag_537,Ron_5834,Nidagundi_217833,Nidagundi1,"Gajendragad to Ron road ,Nidagundi",Bore Well,SGWD,91416HP,15.6583,75.8583,91.0,Semi confined,18.95,13.95,15.2,13.85,15.7,10.2,12.65,14.32,10.75,9.4,8.7,7.65,9.5,8.8,9.68,6.8
1896,Karnataka_29,Gadag_537,Ron_5834,,Belavaniki1,"PHO opposite sie,Belavanki",Bore Well,SGWD,91808,15.6666,75.5666,94.79,Semi confined,7.3,7.65,8.2,8.47,10.5,7.65,10.1,10.65,8.2,7.3,6.4,5.75,4.48,4.38,5.81,3.53
1898,Karnataka_29,Gadag_537,Ron_5834,,Gajendragada,"Gajendragad to Gadag road ,Gajendragad",Bore Well,SGWD,91401,15.73222,75.96444,65.0,Semi confined,23.65,24.3,29.05,30.29,32.3,31.9,35.4,34.71,38.4,38.5,34.4,30.4,27.65,24.35,28.75,23.55
1901,Karnataka_29,Hassan_539,Arsikere_5848,Arakere_218246,Arakere,Arakere,Piezometer,SGWD,110317HP,13.3755,76.1286,90.0,Semi confined,38.3,38.5,41.9,37.35,41.1,35.2,14.55,13.0,0.7,10.0,18.5,15.1,21.6,12.1,3.65,2.8
1907,Karnataka_29,Hassan_539,Arsikere_5848,Bendekere_218252,Bendekere,Bendekere,Piezometer,SGWD,110319HP,13.3608,76.2141,60.0,Semi confined,33.9,39.15,34.8,25.9,29.2,33.6,40.4,26.0,35.7,35.8,17.95,12.4,15.3,5.1,6.6,3.01
1909,Karnataka_29,Hassan_539,Arsikere_5848,D.M.Kurke_218254,D.M Kurke,D.M Kurke,Piezometer,SGWD,110321HP,13.46,76.3527,60.0,Semi confined,43.34,43.2,45.5,41.9,46.2,35.3,18.85,14.0,18.6,21.55,23.4,16.45,18.7,6.3,9.2,5.5
1910,Karnataka_29,Hassan_539,Arsikere_5848,Dummenahalli_218255,Shankranahalli Koppal,Shankranahalli Koppal,Piezometer,SGWD,110308,13.3447,76.325,70.0,Semi confined,22.16,24.75,21.55,8.8,13.75,15.75,29.5,20.8,31.5,31.25,17.2,15.9,15.1,8.1,4.85,3.7
1915,Karnataka_29,Hassan_539,Arsikere_5848,Haranahalli_218260,Harnahalli,Harnahalli,Piezometer,SGWD,110323HP,13.2472,76.2263,60.0,Semi confined,33.1,31.58,38.3,32.1,36.6,42.9,52.85,21.25,50.1,54.4,26.0,26.5,33.1,5.9,5.64,5.0
1919,Karnataka_29,Hassan_539,Arsikere_5848,Jajur_218263,Arsikere,Arsikere,Piezometer,SGWD,110310,13.3116,76.2575,62.0,Semi confined,49.15,50.85,54.8,52.1,56.5,48.7,48.6,10.15,7.8,4.05,4.5,5.0,7.0,4.0,8.21,4.06
1923,Karnataka_29,Hassan_539,Arsikere_5848,Kallugundi_218267,Kallusadrahalli,Kallusadrahalli,Piezometer,SGWD,110324HP,13.4811,76.2627,60.0,Semi confined,26.3,28.9,33.8,21.9,26.0,18.9,49.4,25.5,33.55,33.9,10.65,6.8,7.3,2.5,4.9,3.55
1941,Karnataka_29,Hassan_539,Arsikere_5848,Shanegere_218285,Shanegere,Shanegere,Piezometer,SGWD,110326HP,13.4375,76.1936,60.0,Semi confined,18.3,15.85,15.0,9.05,14.2,10.6,52.85,21.25,24.5,32.0,8.0,6.2,10.9,2.4,1.7,2.1
1947,Karnataka_29,Kolar_542,Bangarpet_5865,Balamande_218788,Balamande,Balamande,Bore Well,SGWD,130220,12.856,78.17,164.0,Semi confined,43.5,48.0,53.8,57.3,63.0,68.0,71.9,74.6,76.9,79.1,82.6,50.2,47.53,14.0,19.85,17.25
1949,Karnataka_29,Kolar_542,Bangarpet_5865,Boodikote_218790,Budikote,Budikote,Bore Well,SGWD,130204,12.906,78.13,60.0,Semi confined,26.4,32.6,38.0,39.9,42.0,39.8,42.5,43.5,45.2,45.0,43.5,5.5,5.94,2.65,3.95,2.74
1953,Karnataka_29,Kolar_542,Bangarpet_5865,Doddavalagamadi_218794,Doddavvalagamadi,Doddavvalagamadi,Bore Well,SGWD,130222,12.947,78.226,184.0,Semi confined,71.4,77.4,84.0,88.7,91.4,94.6,98.5,99.0,101.9,102.1,102.3,70.9,58.88,17.53,14.36,6.5
1956,Karnataka_29,Kolar_542,Bangarpet_5865,Ghattamadamangala_218798,Gattimadamangala,Gattimadamangala,Bore Well,SGWD,130221,12.892,78.29,135.0,Semi confined,54.9,59.9,65.6,69.3,72.9,74.0,75.1,79.0,82.4,82.0,81.9,51.8,17.51,3.0,4.4,4.08
1969,Karnataka_29,Kolar_542,Bangarpet_5865,Kyasamballi_218810,Kyasamballi,Kyasamballi,Bore Well,SGWD,130215,12.955,78.346,164.0,Semi confined,67.8,72.0,77.2,79.5,82.9,88.6,92.6,96.6,97.8,99.0,99.9,47.1,50.43,32.9,20.75,10.64
1975,Karnataka_29,Kolar_542,Bangarpet_5865,Ramasagara_218816,Ramsagar,Ramsagar,Bore Well,SGWD,130213,12.977,78.391,76.0,Semi confined,22.3,27.0,33.0,37.9,40.5,43.0,45.6,46.5,48.5,49.0,48.9,14.8,3.93,0.01,0.18,0.03
1979,Karnataka_29,Kolar_542,Bangarpet_5865,T.Gollahalli_218820,Gollhalli,Gollhalli,Bore Well,SGWD,130208,13.037,78.294,60.0,Semi confined,34.1,39.0,43.8,46.5,48.3,47.6,50.6,53.0,54.1,53.6,52.5,13.67,17.32,1.87,5.43,3.49
1983,Karnataka_29,Kolar_542,Bangarpet_5865,,Bangarpet Town,Bangarpet Town,Bore Well,SGWD,130203,12.988,78.184,80.0,Semi confined,62.0,65.2,67.8,69.8,72.1,70.5,73.5,74.5,75.9,75.9,75.9,50.4,61.7,24.9,42.35,28.45
1995,Karnataka_29,Kolar_542,Kolar_5870,Harati_218934,Harati,Harati,Bore Well,SGWD,130704,13.0722,78.2094,75.0,Semi confined,37.2,42.6,47.8,50.2,51.6,50.0,52.6,53.9,54.9,55.0,55.8,21.3,15.17,1.75,8.75,1.45
1996,Karnataka_29,Kolar_542,Kolar_5870,Holur_218935,Holur,Holur,Bore Well,SGWD,130719,13.247,78.212,260.0,Semi confined,74.3,79.9,86.4,89.2,93.4,94.9,98.6,102.0,104.0,106.3,108.9,69.2,45.6,21.37,20.6,13.86
1998,Karnataka_29,Kolar_542,Kolar_5870,Huttur_218936,Huthur,Huthur,Bore Well,SGWD,130715,13.1316,78.2544,249.0,Semi confined,42.1,45.6,49.8,56.2,62.3,64.5,69.0,71.3,72.9,72.1,74.7,29.1,27.07,6.82,11.77,4.39
2004,Karnataka_29,Kolar_542,Kolar_5870,Madanahalli_218942,Madanahalli,Madanahalli,Bore Well,SGWD,130718,13.291,78.085,245.0,Semi confined,41.0,46.8,53.7,57.2,63.6,66.9,70.6,73.4,75.3,75.5,74.8,36.1,24.97,12.1,13.7,8.86
2007,Karnataka_29,Kolar_542,Kolar_5870,Mudavadi_218946,Muduvadi,Muduvadi,Bore Well,SGWD,130706,13.2286,78.1661,250.0,Semi confined,62.3,69.0,73.6,79.0,83.3,85.6,90.6,92.5,93.7,95.3,97.8,65.2,25.97,11.05,17.0,10.8
2009,Karnataka_29,Kolar_542,Kolar_5870,Narasapura_218948,Narasapur,Narasapur,Bore Well,SGWD,130708,13.14,78.003,76.0,Semi confined,9.0,8.8,12.9,15.6,18.4,18.2,20.3,19.1,13.1,1.6,2.15,1.0,2.72,0.82,1.67,1.59
2012,Karnataka_29,Kolar_542,Kolar_5870,Shapuru_218951,Shapur,Shapur,Bore Well,SGWD,130714,13.0995,78.25541,233.0,Semi confined,99.1,103.3,106.7,111.1,114.2,115.8,120.3,121.4,123.0,124.3,126.3,131.6,142.95,25.6,20.08,4.96
2014,Karnataka_29,Kolar_542,Kolar_5870,Sugatur_218952,Sugutur,Sugutur,Bore Well,SGWD,130709,13.209,78.101,55.0,Semi confined,48.2,50.0,52.3,52.7,52.9,50.8,52.3,52.6,53.0,54.1,54.5,21.04,24.6,11.5,14.5,7.05
2015,Karnataka_29,Kolar_542,Kolar_5870,Thoradevandahalli_218954,Thoradevandahalli,Thoradevandahalli,Bore Well,SGWD,130717,13.2,78.1466,204.0,Semi confined,77.4,81.0,85.6,91.1,96.1,96.8,100.0,102.0,104.8,105.3,106.7,88.7,94.35,16.93,23.5,15.69
2019,Karnataka_29,Kolar_542,Kolar_5870,Vokkaleri_218959,Vakkaleri,Vakkaleri,Bore Well,SGWD,130712,13.0722,78.04,219.0,Semi confined,98.0,100.2,106.5,109.8,113.0,113.9,117.6,121.0,125.6,127.7,131.6,125.7,103.8,15.55,43.6,21.55
2020,Karnataka_29,Kolar_542,Kolar_5870,,Kolar Town,Kolar Town,Bore Well,SGWD,130705,13.12827,78.13341,38.0,Semi confined,24.2,26.5,30.0,31.7,33.2,32.7,33.4,9.7,10.0,7.78,10.09,5.79,8.77,3.8,5.8,1.43
2022,Karnataka_29,Kolar_542,Kolar_5870,,Madivala,Madivala,Piezometer,SGWD,130707,13.22083,77.9725,276.0,"Migmetic, Granetic Gneiss",39.9,42.6,47.8,51.2,57.0,59.9,64.2,67.7,69.2,64.4,61.9,19.6,12.35,1.55,3.1,1.24
2027,Karnataka_29,Kolar_542,Malur_5871,Chikkakunthur_218964,Chikkakuntur,Chikkakuntur,Bore Well,SGWD,130809,13.0027,78.0125,283.0,Semi confined,106.0,110.4,113.6,117.6,121.1,123.0,126.3,27.3,30.24,10.06,32.25,14.15,26.49,10.2,17.3,7.25
2029,Karnataka_29,Kolar_542,Malur_5871,D.N.Doddi_218966,D.N.Doddi,D.N.Doddi,Bore Well,SGWD,130810,12.8566,77.9411,256.0,Semi confined,33.7,37.5,43.0,49.0,53.2,54.6,61.6,65.0,68.4,70.4,69.3,52.9,84.66,20.6,12.05,0.03
2030,Karnataka_29,Kolar_542,Malur_5871,Dinnehalli_218967,Dinnahalli,Dinnahalli,Bore Well,SGWD,130801,12.8705,78.06,60.0,Semi confined,55.4,53.5,57.0,57.3,57.8,55.3,56.2,55.3,56.9,58.0,58.8,42.2,40.0,17.55,22.6,6.65
2035,Karnataka_29,Kolar_542,Malur_5871,Hungenahalli_218972,Hungenahalli,Hungenahalli,Bore Well,SGWD,130811,13.0486,77.9911,275.0,Semi confined,85.1,88.8,92.1,97.2,101.9,103.2,106.5,110.6,113.4,118.6,120.9,107.4,59.42,17.05,18.2,10.99
2036,Karnataka_29,Kolar_542,Malur_5871,Jayamangala_218973,Jayamangala,Jayamangala,Bore Well,SGWD,130812,12.9147,77.904,270.0,Semi confined,116.0,119.7,122.9,125.4,128.6,128.9,131.9,133.5,136.4,139.1,141.8,146.8,153.85,244.12,255.5,159.6
2037,Karnataka_29,Kolar_542,Malur_5871,K.G.Halli_218974,K.G.Halli,Tekal,Bore Well,SGWD,130808,12.98944,78.07125,45.0,Semi confined,32.6,35.2,38.4,39.7,40.8,38.0,40.0,38.3,38.9,28.5,27.0,9.6,3.91,0.75,3.55,2.22
2039,Karnataka_29,Kolar_542,Malur_5871,Kudiyanur_218976,Kudiyanur,Kudiyanur,Bore Well,SGWD,130802,12.949,77.952,45.0,Semi confined,35.6,39.1,41.5,42.8,43.0,42.0,40.3,39.2,41.5,41.8,41.8,18.8,22.84,7.1,13.49,3.01
2040,Karnataka_29,Kolar_542,Malur_5871,Lakkur_218977,Lakkur,Lakkur,Bore Well,SGWD,130803,12.917,77.89,265.0,Semi confined,68.0,73.6,78.6,82.3,87.8,92.4,95.9,99.6,102.0,103.2,102.7,56.9,28.1,18.65,21.1,11.13
2049,Karnataka_29,Kolar_542,Malur_5871,Thornahalli_218986,Thornahalli,Thornahalli,Bore Well,SGWD,130815,13.0977,77.913,233.0,Semi confined,100.0,105.8,110.0,114.0,118.0,120.9,126.0,127.5,129.8,133.67,136.1,139.6,106.4,145.25,161.66,158.6
2051,Karnataka_29,Kolar_542,Malur_5871,,Malur Town,Malur Town,Bore Well,SGWD,130805,12.9875,77.9375,247.0,Semi confined,115.8,118.8,120.5,122.4,127.6,128.0,178.6,179.1,181.7,182.0,183.8,187.8,154.2,160.3,155.8,40.65
2052,Karnataka_29,Kolar_542,Mulbagal_5872,Aavani_218992,Avani,Avani,Bore Well,SGWD,130924,13.107,78.33,241.0,Semi confined,38.1,41.5,48.0,53.2,57.0,59.0,63.2,66.2,68.9,68.0,66.9,42.3,33.0,16.05,21.46,18.84
2056,Karnataka_29,Kolar_542,Mulbagal_5872,Angondahalli_218991,Anagondanahalli,Anagondanahalli,Bore Well,SGWD,130901,13.069,78.363,69.0,Semi confined,24.9,27.6,33.5,35.2,37.5,39.8,43.2,46.4,48.1,49.3,48.8,17.6,12.8,0.71,4.45,2.77
2058,Karnataka_29,Kolar_542,Mulbagal_5872,Byrakur_218994,Byrakur,Byrakur,Bore Well,SGWD,130923,13.239,78.49,241.0,Semi confined,64.0,70.5,75.1,79.6,83.7,88.1,91.8,95.5,97.4,97.7,96.9,74.5,61.1,9.15,15.2,7.46
2062,Karnataka_29,Kolar_542,Mulbagal_5872,Gudipalli_218998,Gudipalli,Gudipalli,Bore Well,SGWD,130902,13.274,78.459,75.0,Semi confined,20.4,22.0,28.0,31.2,34.8,34.1,37.2,39.2,41.0,42.1,40.8,9.5,3.15,0.63,1.9,1.82
2064,Karnataka_29,Kolar_542,Mulbagal_5872,H.Gollahalli_219000,Gokunte,Gokunte,Bore Well,SGWD,130903,13.299,78.41,69.0,Semi confined,32.8,36.0,39.8,43.4,46.0,46.8,49.5,51.0,51.8,52.4,50.9,19.4,11.3,1.93,6.45,3.95
2070,Karnataka_29,Kolar_542,Mulbagal_5872,Mallanayakanahalli_219005,Mallanayakana Halli,Mallanayakana Halli,Bore Well,SGWD,130910,13.098,78.466,159.0,Semi confined,37.1,40.2,46.5,51.2,54.5,56.8,61.5,65.3,67.5,67.5,66.9,39.5,15.1,7.2,11.1,9.83
2071,Karnataka_29,Kolar_542,Mulbagal_5872,Mothakapalli_219006,Mothakpalli,Mothakpalli,Bore Well,SGWD,130919,13.056,78.401,236.0,Semi confined,27.1,30.8,36.2,40.2,45.0,49.0,53.6,56.4,59.3,59.2,59.1,32.9,18.45,12.02,7.1,4.7
2073,Karnataka_29,Kolar_542,Mulbagal_5872,Mudiyanur_219008,Mudiyanur,Mudiyanur,Bore Well,SGWD,130908,13.228,78.315,76.0,Semi confined,26.0,27.2,33.0,38.0,42.7,43.0,44.5,44.5,45.0,45.9,47.8,22.8,23.92,0.1,1.23,0.8
2080,Karnataka_29,Kolar_542,Mulbagal_5872,Thimmaravutanahalli_219015,Thimmravathanahalli,Thimmravathanahalli,Bore Well,SGWD,130920,13.067,78.493,176.0,Semi confined,19.4,22.0,27.8,33.0,36.8,38.9,43.2,45.9,48.7,48.1,48.2,16.3,4.5,1.6,4.7,4.1
2083,Karnataka_29,Kolar_542,Mulbagal_5872,,Mulbagal Town,Mulbagal Town,Bore Well,SGWD,130916,13.1667,78.4014,69.0,Semi confined,37.9,44.1,49.1,52.3,54.2,53.8,57.0,61.4,63.2,50.1,48.2,17.8,26.2,2.35,29.15,11.65
2084,Karnataka_29,Kolar_542,Srinivaspur_5874,Addagal_219045,Adgal,Adgal,Bore Well,SGWD,131123,13.52101,78.2801,187.0,Semi confined,38.0,43.0,48.0,53.0,57.5,60.9,64.5,66.5,68.9,70.5,71.3,31.4,16.0,13.4,13.5,8.95
2091,Karnataka_29,Kolar_542,Srinivaspur_5874,J.Thimmasandra_219052,J.Thimmasandra,J.Thimmasandra,Bore Well,SGWD,131119,13.38,78.16,215.0,Semi confined,59.0,64.0,69.4,74.2,78.6,79.8,83.5,88.3,91.0,91.6,88.9,72.45,94.9,141.9,88.1,22.18
2092,Karnataka_29,Kolar_542,Srinivaspur_5874,Kodipalli_219053,Kondamari,Kondamari,Bore Well,SGWD,131105,13.458,78.218,36.0,Semi confined,18.8,17.0,19.6,23.3,24.8,24.5,25.4,27.3,27.9,28.5,27.0,7.0,7.05,2.6,5.25,4.58
2095,Karnataka_29,Kolar_542,Srinivaspur_5874,Lakshmipur_219057,Thoopalli,Thoopalli,Bore Well,SGWD,131114,13.484,78.30546,265.0,Semi confined,58.5,63.4,69.0,73.6,76.0,76.9,79.5,83.8,85.3,87.3,90.5,96.8,56.45,8.4,12.95,7.85
2103,Karnataka_29,Kolar_542,Srinivaspur_5874,Raylapadu_219064,Rayalpadu,Rayalpadu,Bore Well,SGWD,131111,13.53,78.34,54.55,Semi confined,17.2,18.4,23.2,25.9,27.6,26.3,27.2,27.2,28.2,18.0,17.8,2.6,3.46,0.16,2.86,1.72
2104,Karnataka_29,Kolar_542,Srinivaspur_5874,Ronur_219065,Ronur,Ronur,Bore Well,SGWD,131121,13.3938,78.248,169.0,Semi confined,70.2,74.9,80.1,85.7,90.6,93.5,98.2,99.4,102.3,99.6,98.3,78.4,106.5,156.7,95.13,24.93
2105,Karnataka_29,Kolar_542,Srinivaspur_5874,Somayajalapalli_219066,Somayajalahalli,Somayajalahalli,Bore Well,SGWD,131109,13.37009,78.34468,210.0,Semi confined,69.5,74.5,79.1,83.0,87.9,91.9,95.0,98.4,100.7,101.8,103.4,69.1,65.55,44.55,28.85,20.63
2107,Karnataka_29,Kolar_542,Srinivaspur_5874,Yaldur_219068,Yeldur,Yeldur,Bore Well,SGWD,131117,13.2805,78.2916,57.0,Semi confined,46.0,50.2,54.9,54.3,54.7,53.6,53.5,52.5,54.5,51.4,50.9,32.8,34.72,27.2,25.15,20.56
2108,Karnataka_29,Kolar_542,Srinivaspur_5874,Yarramvaripalli_219069,Yaramvarapalli,Yaramvarapalli,Bore Well,SGWD,131125,13.533,78.308,251.0,Semi confined,68.4,72.0,77.9,81.5,88.0,91.3,45.67,46.9,49.3,52.1,54.8,61.6,3.46,0.16,13.5,12.51
2109,Karnataka_29,Kolar_542,Srinivaspur_5874,,Srinivaspur Town,Srinivaspur Town,Bore Well,SGWD,131112,13.345,78.219,80.0,Semi confined,72.3,72.3,76.0,76.0,78.0,75.0,73.5,72.8,74.1,52.18,61.2,45.18,57.0,36.92,32.9,30.5
2110,Karnataka_29,Ramanagara_631,Kanakapura_5767,Achalu_215500,Jakkegowdanadoddi,Jakkegowdanadoddi,Bore Well,SGWD,10807,12.484,77.3687,72.5,Semi confined,27.3,29.87,30.97,31.7,24.4,21.75,28.9,27.4,30.8,24.3,23.4,26.6,27.98,20.6,18.2,9.2
2124,Karnataka_29,Ramanagara_631,Kanakapura_5767,Hosadurga_215518,Yeramgere,Yeramgere,Bore Well,SGWD,10817,12.43041,77.54204,50.7,Semi confined,12.66,12.52,13.54,22.4,17.4,10.1,13.65,24.3,29.4,30.75,17.9,9.9,20.4,16.4,11.6,6.2
2125,Karnataka_29,Ramanagara_631,Kanakapura_5767,Hosadurga_215518,Hosadurga,Hosadurga,Bore Well,SGWD,10805,12.41574,77.55259,90.0,Semi confined,36.95,37.41,29.95,39.37,41.5,7.3,16.71,26.85,28.9,16.9,25.5,11.5,11.3,7.8,7.9,4.46
2132,Karnataka_29,Ramanagara_631,Kanakapura_5767,Kodihalli_215522,Kodihalli,Kodihalli,Bore Well,SGWD,10810,12.43385,77.4936,76.3,Semi confined,35.02,43.67,43.72,48.9,38.0,15.6,23.9,28.3,39.8,35.5,31.0,17.2,24.7,22.62,23.6,19.2
2145,Karnataka_29,Ramanagara_631,Kanakapura_5767,,Dodda Alahalli,Dodda Alahalli,Dug Well,SGWD,10801,12.40139,77.3877,10.2,Semi confined,7.2,6.93,8.56,9.45,7.4,3.6,4.95,5.3,5.6,3.1,3.8,2.5,6.0,3.4,3.3,2.3
2146,Karnataka_29,Ramanagara_631,Kanakapura_5767,,Harohalli,Harohalli,Dug Well,SGWD,10804D,12.68088,77.46924,9.9,Semi confined,6.6,6.5,6.72,6.84,7.85,2.75,3.41,3.8,5.15,2.67,3.95,1.55,3.35,2.75,2.65,3.5
2148,Karnataka_29,Ramanagara_631,Kanakapura_5767,,Kanakapura,Kanakapura,Bore Well,SGWD,10818,12.54613,77.41928,169.0,Semi confined,20.0,19.42,22.37,26.3,22.75,9.6,18.83,17.25,23.35,14.77,24.35,13.25,17.15,13.57,10.25,5.5
2150,Karnataka_29,Ramanagara_631,Kanakapura_5767,,Mullahalli,Mullahalli,Bore Well,SGWD,10812,12.39009,77.44594,90.0,Semi confined,5.5,5.54,5.74,5.74,3.5,3.4,4.05,3.65,3.6,2.92,4.0,3.9,3.5,3.75,2.9,4.7
2156,Karnataka_29,Ramanagara_631,Ramanagara_5770,Doddagangavadi_215603,Kanchidoddi,Kanchidoddi,Bore Well,SGWD,11107,12.79086,77.22208,72.4,Semi confined,48.0,48.62,40.84,43.71,49.7,17.6,21.77,10.0,30.7,16.25,21.7,13.2,17.03,8.5,8.72,4.11
2167,Karnataka_29,Ramanagara_631,Ramanagara_5770,Lakshmipura_215614,Doddasulikere,Doddasulikere,Bore Well,SGWD,11105,12.85318,77.29966,60.0,Semi confined,47.81,47.36,45.06,46.7,39.75,18.01,25.85,14.95,31.75,30.69,39.75,40.75,37.75,38.9,15.95,9.16
2174,Karnataka_29,Ramanagara_631,Ramanagara_5770,,Ramanagara,Ramanagara,Bore Well,SGWD,11108,12.7269,77.28574,166.0,Semi confined,66.5,66.82,65.42,56.9,72.75,17.05,22.15,20.75,16.2,19.95,23.45,14.25,25.75,17.9,21.0,9.29
2180,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Doddabidare_220101,Chikkabidare,Chikkabidare,Bore Well,SGWD,250109,13.5412,76.5653,87.0,Semi confined,10.3,11.3,14.8,8.16,15.58,8.31,14.95,11.3,19.79,5.27,10.25,6.95,15.0,0.64,4.68,1.32
2183,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Ganadalu_220104,Yagachihalli,Yagachihalli,Bore Well,SGWD,250117,13.6151,76.6006,68.0,Semi confined,12.25,14.75,24.25,54.36,47.81,31.11,14.57,13.0,22.17,9.7,18.15,13.2,20.75,0.4,4.22,0.24
2187,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Hoysalakatte_220108,Bellara,Bellara,Bore Well,SGWD,250114,13.6173,76.6741,47.56,Semi confined,12.23,12.35,17.1,16.38,20.99,11.61,18.28,15.49,21.13,12.45,17.58,14.59,19.4,5.29,10.39,2.85
2194,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Mathighatta_220116,Kodipalya Mathighatta,Kodipalya Mathighatta,Bore Well,SGWD,250111,13.4611,76.4833,35.0,Semi confined,23.6,26.1,29.1,25.32,27.26,13.16,22.4,21.27,26.3,8.65,13.65,8.19,26.03,3.23,8.53,2.2
2195,Karnataka_29,Tumakuru_548,Chikkanayakanahalli_5532,Muddenahalli_220117,Salakatte,Salakatte,Bore Well,SGWD,250102,13.4745,76.6051,62.5,Semi confined,38.55,40.55,42.55,29.45,30.14,38.78,36.95,45.69,32.71,34.2,47.75,33.2,54.11,22.08,15.83,2.68
2216,Karnataka_29,Tumakuru_548,Koratagere_5907,Neelagondanahalli_220173,Irksandra Colony,Irksandra Colony,Bore Well,SGWD,250315,13.431,77.2381,119.0,Semi confined,37.2,27.2,24.2,53.31,55.22,52.55,54.1,52.89,60.37,55.55,58.25,52.32,58.6,53.34,58.96,45.12
2217,Karnataka_29,Tumakuru_548,Koratagere_5907,Pathaganahalli_272807,Thimmasandra,Thimmasandra,Bore Well,SGWD,250307,13.3937,77.304,55.0,Semi confined,24.6,23.6,24.1,25.12,23.73,18.62,21.46,7.72,27.98,26.4,29.62,21.47,28.94,13.95,15.1,5.2
2219,Karnataka_29,Tumakuru_548,Koratagere_5907,Thumbadi_220176,Thumbadi,Thumbadi,Bore Well,SGWD,250312,13.5668,77.2383,120.0,Semi confined,9.7,9.3,12.8,4.19,11.35,4.98,4.89,4.33,11.66,9.56,7.0,2.72,6.59,1.53,2.59,2.16
2223,Karnataka_29,Tumakuru_548,Koratagere_5907,,Koratagere,Koratagere,Bore Well,SGWD,250314,13.5276,77.2413,182.0,Semi confined,5.7,6.0,9.35,5.86,6.12,3.71,5.31,4.3,7.94,3.8,4.97,3.05,4.58,1.34,3.62,3.55
2234,Karnataka_29,Tumakuru_548,Madhugiri_5909,Doddayalkur_220229,Doddayalkur,Doddayalkur,Bore Well,SGWD,250512,13.7827,77.2945,70.0,Semi confined,42.83,33.58,33.33,33.29,31.12,20.81,23.12,20.32,21.71,23.81,6.9,5.6,28.09,23.25,9.93,2.3
2237,Karnataka_29,Tumakuru_548,Madhugiri_5909,Hosakere_220234,Hosakere,Hosakere,Bore Well,SGWD,250506,13.7641,77.1974,35.0,Semi confined,11.1,8.25,8.6,10.08,12.98,4.38,10.66,10.14,16.4,6.03,10.7,3.1,7.15,1.35,2.71,1.44
2253,Karnataka_29,Tumakuru_548,Madhugiri_5909,,Madhugiri,Madhugiri,Bore Well,SGWD,250502,13.64,77.2104,60.0,Semi confined,8.3,4.2,5.5,9.29,11.62,9.51,8.93,6.88,13.82,10.7,11.4,6.92,10.1,6.0,6.71,5.02
2258,Karnataka_29,Tumakuru_548,Sira_5911,Bukkapatna_220291,Bukkapattana,Bukkapattana,Bore Well,SGWD,250721,13.6494,76.743,60.0,Semi confined,16.95,14.9,15.8,15.31,16.56,10.38,15.29,12.09,16.83,12.05,17.2,12.31,15.84,0.59,15.13,5.06
2262,Karnataka_29,Tumakuru_548,Sira_5911,Doddabanagere_220296,Gandihalli,Gandihalli,Bore Well,SGWD,250722,14.0082,76.94425,69.0,Semi confined,20.0,16.95,16.5,15.45,21.05,18.56,21.06,20.06,26.6,19.04,23.8,16.35,19.59,19.1,14.54,2.45
2264,Karnataka_29,Tumakuru_548,Sira_5911,Gowdagere_220299,Honnenahalli,Honnenahalli,Bore Well,SGWD,250723,13.85156,76.84231,60.0,Semi confined,24.2,22.2,24.5,26.06,34.07,21.62,23.06,25.69,39.48,17.3,23.55,21.22,29.64,17.72,12.79,4.03
2269,Karnataka_29,Tumakuru_548,Sira_5911,Huyildore_220305,Huildore,Huildore,Bore Well,SGWD,250724,13.68216,76.8001,60.0,Semi confined,12.86,12.85,17.1,13.55,16.73,16.98,13.9,14.41,19.24,14.88,16.7,11.7,14.93,5.8,7.05,3.06
2272,Karnataka_29,Tumakuru_548,Sira_5911,Kurubarahalli_272821,Yaradakatte Kurbarahalli,Yaradakatte Kurbarahalli,Bore Well,SGWD,250729,13.6996,76.7481,195.0,Semi confined,11.8,10.75,14.3,15.91,17.5,15.81,14.3,13.77,15.01,6.35,13.75,5.63,13.86,0.86,5.36,2.19
2275,Karnataka_29,Tumakuru_548,Sira_5911,Magodu_220309,Magodu,Magodu,Bore Well,SGWD,250725,13.7252,76.9675,90.0,Semi confined,17.15,14.5,15.55,11.66,13.91,9.03,11.04,9.26,14.76,10.2,13.55,5.0,8.27,0.55,2.47,0.86
